Feature	Gain	Cover	Frequency
ctarjeta_visa_debitos_automaticos	0.00328615466804838	0.00423786101634319	0.00461992390713565
ctransferencias_recibidas	0.00323458991442821	0.00208093424079546	0.00576519916142558
Visa_mpagado	0.00318885975373687	0.0575895799648452	0.0209449491420141
mcuenta_corriente	0.00307267830942353	0.0073487327360226	0.017140305924373
Master_msaldototal	0.00282285951022545	0.0289220105291925	0.0142868235111422
Master_msaldopesos	0.00277318096133292	0.0173934782844179	0.00852162434971659
mtarjeta_visa_debitos_automaticos	0.00274856537689175	0.0121578572999652	0.0116856898827549
thomebanking	0.00243277478993747	0.000817451263592353	0.00174703004891684
ccomisiones_otras	0.0024026703703043	0.0063146974175573	0.0124233247922975
mcomisiones_mantenimiento	0.00196629645755708	0.00269182528943353	0.00359111732277351
mcomisiones_otras	0.00187852221689935	0.00656043107235392	0.00491109558195512
cextraccion_autoservicio	0.00172903196155242	0.00184824857383016	0.0025428992934234
cmobile_app_trx	0.00159847073280524	0.000311829035212626	0.0026011336283873
Visa_mfinanciacion_limite	0.00154144724544335	0.00336289449833917	0.0152768072055284
ctransferencias_emitidas	0.00151047750741996	0.00520144660786459	0.00673577141082382
catm_trx_other	0.00148983137912061	0.00142332506144213	0.00133938970416958
ctarjeta_debito	0.00143141708003664	0.00131702770477218	0.00477521546703937
Master_cconsumos	0.00141625769218916	0.00155689117614649	0.00194114449879649
mtarjeta_visa_descuentos	0.00133507019740624	0.0342065277583589	0.0106180604084168
mpagomiscuentas	0.00113935311357616	0.0101116831997874	0.0070269430856433
mautoservicio	0.0010900621504707	0.00517767612794232	0.00819162978492119
ctarjeta_debito_trx	0.00105727321737699	0.00583001656681159	0.00733752620545073
Visa_madelantopesos	0.00101595062810117	0.000150950888685814	7.76457799518596e-05
active_quarter	0.000796085422668719	0.000297340469248716	0.0010482180293501
matm_other	0.000786860799378807	0.00195473282309197	0.0018246758288687
mdescubierto_preacordado	0.000755285916567369	0.00107674654726974	0.00135880114915754
mcuenta_debitos_automaticos	0.000690351339938843	0.00655586913707466	0.00597872505629319
mtarjeta_master_consumo	0.000593733517973822	0.0155945304711463	0.00786163522012579
Master_mpagominimo	0.000581585564170115	0.0111246655067887	0.00700753164065533
cseguro_vida	0.000563138273295946	0.000222232852104226	0.000679400574578772
ccaja_ahorro	0.00050452487080643	0.00184643797345193	0.0021546703936641
Visa_delinquency	0.000444216610901536	9.61462040125252e-05	0.000291171674819474
cpayroll_trx	0.000427686456783369	0.00463419686089583	0.00279524807826695
ccajas_consultas	0.000426552270190428	0.000563235946338115	0.000815280689494526
cseguro_vivienda	0.000412806080830513	0.00107426112666049	0.000815280689494526
cprestamos_prendarios	0.000398071094458671	0.00148076693856102	0.000524109014675052
Visa_mconsumosdolares	0.000393610059383465	0.0106820198103037	0.00654165696094417
mprestamos_personales	0.000388797898883595	0.00612558343790664	0.00535755881667831
cseguro_accidentes_personales	0.000322610392145779	0.00134712431078214	0.00139762403913347
ccaja_seguridad	0.00031430674145049	0.00174680540729789	0.00116468669927789
cprestamos_personales	0.000302440660496327	0.00660382088432748	0.0037075859927013
minversion2	0.000301936354188325	0.0019045722311796	0.000854103579470456
ccomisiones_mantenimiento	0.000280957439361831	0.000911176644099524	0.00128115536920568
Master_fultimo_cierre	0.000234675902323731	0.00252430430286301	0.00413463778243652
mtarjeta_master_descuentos	0.000197880548118549	0.000859396107338883	0.000388228899759298
ccuenta_debitos_automaticos	0.000196449504881993	0.00205846448314006	0.00296995108315863
mplazo_fijo_dolares	0.00018608013835923	0.00456955460173939	0.00256231073841137
ccallcenter_trx	0.00016475052244469	0.0033008543108728	0.00209643605870021
Master_mpagado	0.000151014545078466	0.00579402280965633	0.00207702461371224
ctarjeta_visa	0.000110741547277504	0.00020790922825998	0.000271760229831509
Visa_Finiciomora	9.35871290626886e-05	0.000389264029566538	0.000601754794626912
ctarjeta_master_trx	9.22010311892148e-05	0.0049733648956539	0.00281465952325491
catm_trx	7.52678945369957e-05	0.00272669455525586	0.00205761316872428
ccajas_depositos	7.01591507944587e-05	0.000211616349436185	0.000349406009783368
Master_mconsumosdolares	6.29163229173062e-05	0.00246031303199635	0.000640577684602842
Master_mpagosdolares	5.27096613418536e-05	0.015435875593875	0.00413463778243652
matm	5.21818005766843e-05	0.00196391188340917	0.00248466495845951
cinversion2	4.42592835628165e-05	0.00163834122544374	0.000601754794626912
cforex	4.08598747310561e-05	0.000247906751544301	0.000446463234723193
ccajas_trx	3.34314256191863e-05	4.78934217124067e-05	0.000446463234723193
ctarjeta_visa_descuentos	2.46432362009064e-05	0.00695254176458647	0.00211584750368817
ctarjeta_master	2.2556531608975e-05	0.000470916023208016	0.000291171674819474
internet	2.09058688885235e-05	0.00128341212449058	0.00153350415404923
cprestamos_hipotecarios	2.04044667387699e-05	4.80144628876744e-05	5.82343349638947e-05
mcheques_depositados	1.7069046666588e-05	0.00235726434521182	0.00145585837409737
Visa_msaldodolares	1.47953607287967e-05	0.0122467027769244	0.00518285581178663
mcaja_ahorro_adicional	1.44574656891427e-05	0.00242648484571259	0.00203820172373632
ctarjeta_master_debitos_automaticos	1.23900381875597e-05	0.00120367985643197	0.0010482180293501
mcajeros_propios_descuentos	1.22678774494253e-05	0.00343604977777066	0.00168879571395295
mforex_sell	9.97269353888198e-06	0.000176790357401903	0.000601754794626912
Master_status	8.22512888778243e-06	0.000162457953368778	0.000407640344747263
cpagodeservicios	6.22640054042598e-06	0.0003611730695592	0.000252348784843544
cplazo_fijo	2.31203123940597e-06	0.00101607920505033	0.000543520459663017
ccheques_depositados	2.27540185669081e-06	0.000564512209507388	0.000368817454771333
Visa_status	1.5016905344759e-06	0.00124199660070221	0.000698812019566737
tcallcenter	1.04045661069876e-06	0.000271476541435033	0.000465874679711158
mcheques_emitidos	1.03568160054041e-06	0.00191521444725794	0.000698812019566737
Master_msaldodolares	1.02803646265718e-06	0.00195139572416141	0.000834692134482491
minversion1_pesos	6.40392056607423e-07	0.00364537136212755	0.00120350958925382
cseguro_auto	4.44302126248488e-07	0.000817177823424391	0.000524109014675052
tpaquete1	3.76818184603494e-07	0.000239128444133823	0.000329994564795403
tpaquete9	3.29485704471976e-07	0.000324545257335571	0.000659989129590807
ccajeros_propios_descuentos	3.142482074522e-07	0.00085597559661396	0.000504697569687088
Master_Finiciomora	2.80364610263406e-07	0.00126439799831562	0.000485286124699123
Master_delinquency	2.79059655996658e-07	2.21135328494285e-06	0.000116468669927789
mprestamos_prendarios	2.71365695948875e-07	0.00124425060061886	0.000718223464554702
cinversion1	1.79416190043939e-07	0.000123288276464527	0.000155291559903719
cforex_sell	1.72029153050905e-07	0.000225713569838608	0.000213525894867614
mprestamos_hipotecarios	1.54697708942563e-07	0.00255085245825295	0.000698812019566737
tpaquete7	1.21661297082741e-07	0.00105981959742272	0.000582343349638947
ccajas_extracciones	1.14229861914199e-07	0.000198637975959552	0.000252348784843544
mforex_buy	8.3674829940452e-08	0.00146774027404555	0.000427051789735228
ccuenta_corriente	7.42079285930376e-08	1.71213683150709e-07	1.94114449879649e-05
tcuentas	7.34901962567297e-08	0.000513790312663078	0.000349406009783368
ccajas_otras	5.49161471895198e-08	0.000102022031841972	0.000232937339855579
mpagodeservicios	4.42385618399544e-08	0.000418222346803904	0.000271760229831509
tmobile_app	3.70575883912353e-08	0.000388848224907458	0.000349406009783368
mpayroll2	2.81627388315607e-08	4.09783958134334e-06	1.94114449879649e-05
minversion1_dolares	2.13648599491616e-08	0.000596055038057077	0.000155291559903719
cforex_buy	1.53639056932518e-08	0.0002451842658353	0.000116468669927789
ctarjeta_master_descuentos	1.42281438645239e-08	0.000214472419447424	5.82343349638947e-05
cliente_vip	1.26932863683893e-08	0.000906047132324837	0.000349406009783368
ccheques_emitidos	1.18198022963814e-08	0.00020620273583561	5.82343349638947e-05
mplazo_fijo_pesos	6.99274443798801e-09	0.000191158509346895	3.88228899759298e-05
mcuenta_corriente_adicional	4.84641743736931e-09	0.000101660162628866	5.82343349638947e-05
ccheques_emitidos_rechazados	3.03910739668579e-09	9.813805257548e-05	1.94114449879649e-05
mcheques_emitidos_rechazados	2.72387815530453e-09	7.33252388019465e-05	1.94114449879649e-05
